Axis,Voltage,Angle,Time
T,8.0,-144.8,2.46
T,8.0,-144.8,2.464
T,8.0,-144.8,2.468
T,8.0,-145.6,2.472
T,8.0,-145.6,2.476
T,8.0,-145.6,2.48
T,8.0,-146.4,2.484
T,8.0,-146.4,2.488
T,8.0,-146.4,2.492
T,8.0,-147.2,2.496
T,8.0,-147.2,2.5
T,8.0,-147.2,2.504
T,8.0,-148.0,2.508
T,8.0,-148.0,2.512
T,8.0,-148.0,2.516
T,8.0,-148.8,2.52
T,8.0,-148.8,2.524
T,8.0,-148.8,2.528
T,8.0,-149.6,2.532
T,8.0,-149.6,2.536
T,8.0,-149.6,2.54
T,8.0,-150.4,2.544
T,8.0,-150.4,2.548
T,8.0,-150.4,2.552
T,8.0,-151.2,2.556
T,8.0,-151.2,2.56
T,8.0,-152.0,2.564
T,8.0,-152.0,2.568
T,8.0,-152.0,2.572
T,8.0,-152.8,2.576
T,8.0,-152.8,2.58
T,8.0,-152.8,2.584
T,8.0,-153.6,2.588
T,8.0,-153.6,2.592
T,8.0,-154.4,2.596
T,8.0,-154.4,2.6
T,8.0,-154.4,2.604
T,8.0,-155.2,2.608
T,8.0,-155.2,2.612
T,8.0,-155.2,2.616
T,8.0,-156.0,2.62
T,8.0,-156.0,2.624
T,8.0,-156.8,2.628
T,8.0,-156.8,2.632
T,8.0,-156.8,2.636
T,8.0,-157.6,2.64
T,8.0,-157.6,2.644
T,8.0,-158.4,2.648
T,8.0,-158.4,2.652
T,8.0,-158.4,2.656
T,8.0,-159.2,2.66
T,8.0,-159.2,2.664
T,8.0,-160.0,2.668
T,8.0,-160.0,2.672
T,8.0,-160.0,2.676
T,8.0,-160.8,2.68
T,8.0,-160.8,2.684
T,8.0,-161.6,2.688
T,8.0,-161.6,2.692
T,8.0,-161.6,2.696
T,8.0,-162.4,2.7
T,8.0,-162.4,2.704
T,8.0,-163.2,2.708
T,8.0,-163.2,2.712
T,8.0,-164.0,2.716
T,8.0,-164.0,2.72
T,8.0,-164.0,2.724
T,8.0,-164.8,2.728
T,8.0,-164.8,2.732
T,8.0,-165.6,2.736
T,8.0,-165.6,2.74
T,8.0,-166.4,2.744
T,8.0,-166.4,2.748
T,8.0,-166.4,2.752
T,8.0,-167.2,2.756
T,8.0,-167.2,2.76
T,8.0,-168.0,2.764
T,8.0,-168.0,2.768
T,8.0,-168.0,2.772
T,8.0,-168.8,2.776
T,8.0,-168.8,2.78
T,8.0,-169.6,2.784
T,8.0,-169.6,2.788
T,8.0,-170.4,2.792
T,8.0,-170.4,2.796
T,8.0,-171.2,2.8
T,8.0,-171.2,2.804
T,8.0,-171.2,2.808
T,8.0,-172.0,2.812
T,8.0,-172.0,2.816
T,8.0,-172.8,2.82
T,8.0,-172.8,2.824
T,8.0,-173.6,2.828
T,8.0,-173.6,2.832
T,8.0,-174.4,2.836
T,8.0,-174.4,2.84
T,8.0,-174.4,2.844
T,8.0,-175.2,2.848
T,8.0,-175.2,2.852
T,8.0,-176.0,2.856
T,8.0,-176.0,2.86
T,8.0,-176.8,2.864
T,8.0,-176.8,2.868
T,8.0,-177.6,2.872
T,8.0,-177.6,2.876
T,8.0,-177.6,2.88
T,8.0,-178.4,2.884
T,8.0,-178.4,2.888
T,8.0,-179.2,2.892
T,8.0,-179.2,2.896
T,8.0,-180.0,2.9
T,8.0,-180.0,2.904
T,8.0,-180.8,2.908
T,8.0,-180.8,2.912
T,8.0,-181.6,2.916
T,8.0,-181.6,2.92
T,8.0,-181.6,2.924
T,8.0,-182.4,2.928
T,8.0,-182.4,2.932
T,8.0,-183.2,2.936
T,8.0,-183.2,2.94
T,8.0,-184.0,2.944
T,8.0,-184.0,2.948
T,8.0,-184.8,2.952
T,8.0,-184.8,2.956
T,8.0,-185.6,2.96
T,8.0,-185.6,2.964
T,8.0,-186.4,2.968
T,8.0,-186.4,2.972
T,8.0,-187.2,2.976
T,8.0,-187.2,2.98
T,8.0,-187.2,2.984
T,8.0,-188.0,2.988
T,8.0,-188.0,2.992
T,8.0,-188.8,2.996
T,8.0,-188.8,3.0
T,8.0,-189.6,3.004
T,8.0,-189.6,3.008
T,-8.0,-190.4,3.012
T,-8.0,-190.4,3.016
T,-8.0,-191.2,3.02
T,-8.0,-191.2,3.024
T,-8.0,-191.2,3.028
T,-8.0,-191.2,3.032
T,-8.0,-191.2,3.036
T,-8.0,-191.2,3.04
T,-8.0,-191.2,3.044
T,-8.0,-191.2,3.048
T,-8.0,-191.2,3.052
T,-8.0,-191.2,3.056
T,-8.0,-191.2,3.06
T,-8.0,-191.2,3.064
T,-8.0,-192.0,3.068
T,-8.0,-192.0,3.072
T,-8.0,-192.0,3.076
T,-8.0,-192.0,3.08
T,-8.0,-192.0,3.084
T,-8.0,-192.0,3.088
T,-8.0,-192.8,3.092
T,-8.0,-192.8,3.096
T,-8.0,-192.8,3.1
