Count,Time
30530,07160
30529,07163
30528,07166
30527,07169
30526,07172
30525,07175
30524,07179
30523,07182
30522,07185
30521,07188
30520,07191
30519,07194
30518,07197
30517,07200
30516,07204
30515,07207
30514,07210
30513,07213
30512,07216
30511,07219
30510,07223
30509,07226
30508,07229
30507,07232
30506,07235
30505,07238
30504,07241
30503,07245
30502,07248
30501,07251
30500,07254
30499,07257
30498,07260
30497,07264
30496,07267
30495,07270
30494,07273
30493,07276
30492,07279
30491,07282
30490,07285
30489,07289
30488,07292
30487,07295
30486,07298
30485,07301
30484,07304
30483,07307
30482,07311
30481,07314
30480,07317
30479,07320
30478,07323
30477,07326
30476,07330
30475,07333
30474,07336
30473,07339
30472,07342
30471,07345
30470,07348
30469,07351
30468,07355
30467,07358
30466,07361
30465,07364
30464,07367
30463,07370
30462,07373
30461,07376
30460,07379
30459,07383
30458,07386
30457,07389
30456,07392
30455,07395
30454,07398
30453,07401
30452,07405
30451,07408
30450,07411
30449,07414
30448,07417
30447,07420
30446,07423
30445,07426
30444,07430
30443,07433
