Angle,Time
2595.2,10.046
2596.0,10.049
2596.8,10.052
2597.6,10.055
2598.4,10.058
2599.2,10.061
2600.0,10.064
2600.8,10.067
2601.6,10.07
2602.4,10.073
2603.2,10.076
2604.0,10.079
2604.8,10.082
2605.6,10.085
2606.4,10.088
2607.2,10.091
2608.0,10.094
2608.8,10.097
2609.6,10.1
2610.4,10.103
2611.2,10.106
2612.0,10.109
2612.8,10.112
2613.6,10.116
2614.4,10.119
2615.2,10.122
2616.0,10.125
2616.8,10.128
2617.6,10.131
2618.4,10.134
2619.2,10.137
2620.0,10.14
2620.8,10.143
2621.6,10.146
2622.4,10.149
2623.2,10.152
2624.0,10.155
2624.8,10.158
2625.6,10.161
2626.4,10.164
2627.2,10.167
2628.0,10.17
2628.8,10.173
2629.6,10.176
2630.4,10.179
2631.2,10.182
2632.0,10.185
2632.8,10.188
2633.6,10.191
2634.4,10.194
2635.2,10.198
2636.0,10.201
2636.8,10.204
2637.6,10.207
2638.4,10.21
2639.2,10.213
2640.0,10.216
2640.8,10.219
2641.6,10.222
2642.4,10.225
2643.2,10.228
2644.0,10.231
2644.8,10.235
2645.6,10.238
2646.4,10.241
2647.2,10.244
2648.0,10.247
2648.8,10.25
2649.6,10.253
2650.4,10.256
2651.2,10.259
2652.0,10.262
2652.8,10.265
2653.6,10.269
2654.4,10.272
2655.2,10.275
2656.0,10.278
2656.8,10.281
2657.6,10.284
2658.4,10.287
2659.2,10.29
2660.0,10.293
2660.8,10.296
2661.6,10.299
2662.4,10.303
2663.2,10.306
2664.0,10.309
2664.8,10.312
2665.6,10.315
2666.4,10.318
2667.2,10.321
2668.0,10.324
2668.8,10.327
2669.6,10.331
2670.4,10.334
2671.2,10.337
2672.0,10.34
2672.8,10.343
2673.6,10.346
2674.4,10.349
2675.2,10.352
2676.0,10.355
2676.8,10.358
2677.6,10.361
2678.4,10.364
2679.2,10.368
2680.0,10.371
2680.8,10.374
2681.6,10.377
2682.4,10.38
2683.2,10.383
2684.0,10.386
2684.8,10.389
2685.6,10.392
2686.4,10.395
2687.2,10.398
2688.0,10.401
2688.8,10.404
2689.6,10.408
2690.4,10.411
2691.2,10.414
2692.0,10.417
2692.8,10.42
2693.6,10.423
2694.4,10.426
2695.2,10.429
2696.0,10.432
2696.8,10.435
2697.6,10.438
2698.4,10.441
2699.2,10.445
2700.0,10.448
2700.8,10.451
2701.6,10.454
2702.4,10.457
2703.2,10.46
2704.0,10.463
2704.8,10.466
2705.6,10.469
2706.4,10.472
2707.2,10.475
2708.0,10.478
2708.8,10.481
2709.6,10.485
2710.4,10.488
2711.2,10.491
2712.0,10.494
2712.8,10.497
2713.6,10.5
2714.4,10.503
2715.2,10.506
2716.0,10.509
2716.8,10.512
2717.6,10.516
2718.4,10.519
2719.2,10.522
2720.0,10.525
2720.8,10.528
2721.6,10.531
2722.4,10.534
2723.2,10.537
2724.0,10.541
2724.8,10.544
2725.6,10.547
2726.4,10.55
2727.2,10.553
2728.0,10.556
2728.8,10.559
2729.6,10.563
2730.4,10.566
2731.2,10.569
2732.0,10.572
2732.8,10.575
2733.6,10.578
2734.4,10.581
2735.2,10.584
2736.0,10.588
2736.8,10.591
2737.6,10.594
2738.4,10.597
2739.2,10.6
2740.0,10.604
2740.8,10.607
2741.6,10.611
2742.4,10.614
2743.2,10.618
2744.0,10.621
2744.8,10.625
2745.6,10.629
2746.4,10.633
2747.2,10.636
2748.0,10.64
2748.8,10.644
2749.6,10.648
2750.4,10.652
2751.2,10.656
2752.0,10.659
2752.8,10.663
2753.6,10.667
2754.4,10.672
2755.2,10.676
2756.0,10.68
2756.8,10.684
2757.6,10.689
2758.4,10.694
2759.2,10.698
2760.0,10.703
2760.8,10.709
2761.6,10.714
2762.4,10.72
2763.2,10.726
2764.0,10.732
2764.8,10.738
2765.6,10.745
2766.4,10.751
2767.2,10.758
2768.0,10.765
2768.8,10.773
2769.6,10.78
2770.4,10.788
2771.2,10.797
2772.0,10.806
2772.8,10.817
2773.6,10.829
2774.4,10.844
2775.2,10.865
